article|n|ˈɑːtɪkl|732|стаття
artist|n|ˈɑːtɪst|737|художник
as|conj/prep|æz|129|як; якщо
ashamed|adj|əˈʃeɪmd|NULL|сором'язливий
Asia|n|ˈeɪʒə|NULL|Азія
ask|v|ɑːsk|131|питати
asleep|adj|əˈsliːp|3106|сплячий
aspirin|n|ˈæspərɪn|NULL|аспірин
assistant|n|əˈsɪstənt|2849|помічник
as well|adv|æz ˈwel|NULL|також
as well as|prep|æz ˈwel æz|NULL|також; як і
at|prep|æt|22|в; на
at all|phr|æt ˈɔːl|NULL|взагалі
at first|phr|æt ˈfɜːst|NULL|спочатку
athlete|n|ˈæθliːt|1609|спортсмен
athletics|n|æθˈlɛtɪks|NULL|легка атлетика
at last|phr|æt ˈlɑːst|NULL|нарешті
at least|phr|æt ˈliːst|NULL|принаймні
atmosphere|n|ˈætməsfɪə|2237|атмосфера
at once|phr|æt ˈwʌns|NULL|негайно
at present|phr|æt ˈpreznt|NULL|наразі
at sea|prep|ət ˈsiː|NULL|у морі
attach|v|əˈtætʃ|2338|прикріплювати
attack|n/v|əˈtæk|1545|атака; атакувати
attempt|n/v|əˈtɛmpt|1644|спроба; намагатися
attend|v|əˈtɛnd|1172|відвідувати
attention|n|əˈtɛnʃn|592|увага
at the same time|phr|æt ði ˈseɪm taɪm|NULL|одночасно
attitude|n|ˈætɪtjuːd|1157|ставлення
attract|v|əˈtrækt|1881|приваблювати
attraction|n|əˈtrækʃn|3836|привабливість
attractive|adj|əˈtræktɪv|2835|привабливий
audience|n|ˈɔːdiəns|1078|аудиторія
August|August|ˈɔːɡəst|NULL|серпень
aunt|n|ɑːnt|4203|тітка
Australia|n|ɒˈstreɪliə|NULL|Австралія
automatically|adv|ˌɔːtəˈmætɪkli|3983|автоматично
autumn|n|ˈɔːtəm|NULL|осінь
available|adj|əˈveɪləbl|623|доступний
average|n/adj|ˈævərɪdʒ|3679|середній; середнє
avoid|v|əˈvɔɪd|911|уникати
awake|adj/v|əˈweɪk|4699|несплячий; прокидатися
away|adv|əˈweɪ|738|геть; далеко
awful|adj|ˈɔːfl|3304|жахливий
baby|n|ˈbeɪbi|589|немовля; малюк
back|adv|bæk|1877|назад
background|n|ˈbækɡraʊnd|1409|фон; минуле
backpack|n|ˈbækpæk|NULL|рюкзак
backwards|adv|ˈbækwərdz|NULL|назад; у зворотному напрямку
bad|adj|bæd|283|поганий
bag|n|bæɡ|1011|сумка; мішок
baggage|n|ˈbæɡɪdʒ|NULL|багаж
bake|v|beɪk|2830|випікати; печи
balance|n|ˈbæləns|2788|баланс; рівновага
balcony|n|ˈbælkəni|NULL|балкон
bald|adj|bɔːld|NULL|лисий
ball|n|bɔːl|915|м'яч; кулька
ballet|n|ˈbæleɪ|NULL|балет
balloon|n|bəˈluːn|4827|куля; балон
banana|n|bəˈnænə|4729|банан
band|n|bænd|1284|група; оркестр
bandage|n|ˈbændɪdʒ|NULL|бинт
bank|n|bæŋk|662|банк
bank balance|n|bæŋk ˈbæləns|NULL|банківський баланс
banker|n|ˈbæŋkər|4471|банкір
banknote|n|ˈbæŋkˌnoʊt|NULL|банкнота
bar|n|bɑːr|994|бар; смужка
barbecue|n|ˈbɑːrbɪkjuː|NULL|барбекю
bare|adj|beər|3462|голий; неприкритий
baseball|n|ˈbeɪsˌbɔːl|1380|бейсбол
basement|n|ˈbeɪsmənt|3632|підвал
base on|v|beɪs ɒn|NULL|базувати на; ґрунтуватися на
basic|adj|ˈbeɪsɪk|1147|базовий; основний
basin|n|ˈbeɪsɪn|NULL|миска; басейн
basket|n|ˈbɑːskɪt|3283|кошик
basketball|n|ˈbɑːskɪtˌbɔːl|1813|баскетбол
bat|n|bæt|3727|кажан; бита
bath|n|bɑːθ|3923|ванна
bathroom|n|ˈbɑːθruːm|2426|ванна кімната
battle|n|ˈbætl|4810|битва
bay|n|beɪ|3561|затока
be|v|biː|2|бути
beach|n|biːʧ|1951|пляж
bean|n|biːn|2373|боб; квасоля
bear|n|beər|2709|ведмідь
beard|n|bɪəd|4745|борода
beat|v|biːt|2685|бити; перемагати
beautiful|adj|ˈbjuːtɪfʊl|995|красивий
because|conj|bɪˈkɒz|509|тому що
because of|prep|bɪˈkɒz əv|NULL|через; завдяки
become|v|bɪˈkʌm|139|ставати
bed|n|bɛd|684|ліжко
bedroom|n|ˈbɛdrʊm|1883|спальня
bee|n|biː|4292|бджола
beef|n|biːf|3537|яловичина
before|prep|bɪˈfɔːr|706|до; перед
begin|v|bɪˈɡɪn|164|починати
beginner|n|bɪˈɡɪnər|NULL|початківець
behave|v|bɪˈheɪv|3694|поводитися
behind|prep|bɪˈhaɪnd|2069|позаду; за
believe|v|bɪˈliːv|213|вірити
bell|n|bɛl|2669|дзвін; дзвоник
belong|v|bɪˈlɒŋ|1648|належати
belongings|n|bɪˈlɒŋɪŋz|NULL|належності; речі
below|prep|bɪˈləʊ|1943|нижче; під
belt|n|bɛlt|2453|пояс; ремінь
bend|v|bɛnd|2213|гнути; згинати
beneath|prep|bɪˈniːθ|1991|під; нижче
benefit|n|ˈbɛnɪfɪt|2254|користь; вигода
beside|prep|bɪˈsaɪd|1992|біля; поруч
between|prep|bɪˈtwiːn|140|між
beyond|prep|bɪˈjɒnd|4863|за; понад
bicycle|n|ˈbaɪsɪkəl|4413|велосипед
big|adj|bɪɡ|162|великий
bike|n|baɪk|2182|велосипед; мотоцикл
bill|n|bɪl|809|рахунок; банкнота
bin|n|bɪn|NULL|сміттєве відро
biography|n|baɪˈɒɡrəfi|4932|біографія
biology|n|baɪˈɒlədʒi|4266|біологія
bird|n|bɜːd|1126|птах
birth|n|bɜːθ|1508|народження
birthday|n|ˈbɜːθdeɪ|2455|день народження
biscuit|n|ˈbɪskɪt|NULL|печиво
bit|n|bɪt|1228|шматочок; трохи
bite|v|baɪt|3890|кусати
bitter|adj|ˈbɪtər|3461|гіркий
black|adj|blæk|1993|чорний
blackboard|n|ˈblækbɔːd|NULL|дошка
blame|v|bleɪm|1810|звинувачувати
blank|adj|blæŋk|4631|порожній; чистий
blanket|n|ˈblæŋkɪt|3332|ковдра
bleed|v|bliːd|NULL|кровоточити
blind|adj|blaɪnd|2739|сліпий
block|n|blɒk|2428|блок; квартал
block of flats|n|blɒk əv ˈflæts|NULL|блок квартир
blood|n|blʌd|693|кров
blouse|n|blaʊz|NULL|блузка
blow|v|bloʊ|3822|дути; дмухати
blue|adj|bluː|3725|синій
board|n|bɔːd|667|дошка; рада
boarding pass|n|ˈbɔːdɪŋ pɑːs|NULL|посадковий талон
boat|n|boʊt|1237|човен; лодка
body|n|ˈbɒdi|314|тіло
boil|v|bɔɪl|4300|кип'ятити; варити
bold|adj|boʊld|3933|сміливий; жирний (шрифт)
bomb|n|bɒm|4869|бомба
bone|n|boʊn|1450|кістка
book|n|bʊk|242|книга
booking office|n|ˈbʊkɪŋ ˈɒfɪs|NULL|каса; бронювальне бюро
bookshelf|n|ˈbʊkʃɛlf|NULL|книжкова полиця
bookshop|n|ˈbʊkʃɒp|NULL|книгарня
boot|n|buːt|2369|чобіт; бутс
border|n|ˈbɔːrdər|1351|кордон
bored|adj|bɔːrd|NULL|нудьгуючий; засмучений
boring|adj|ˈbɔːrɪŋ|4969|нудний
born|adj|bɔːrn|1092|народжений
borrow|v|ˈbɒrəʊ|3241|позичати; брати в борг
boss|n|bɒs|2344|начальник; бос
bossy|adj|ˈbɒsi|NULL|начальницький
both|adj|boʊθ|376|обидва; обидві
bottle|n|ˈbɒtl|1753|пляшка
bottle bank|n|ˈbɒtl bæŋk|NULL|контейнер для збору пляшок
bottom|n|ˈbɒtəm|2682|дно; низ
bowl|n|boʊl|1843|миска; чаша
box|n|bɒks|796|коробка
boxing|n|ˈbɒksɪŋ|NULL|бокс
boy|n|bɔɪ|383|хлопчик
boyfriend|n|ˈbɔɪfrɛnd|3407|хлопець; бойфренд
brain|n|breɪn|1193|мозок
brake|n|breɪk|4746|гальмо
branch|n|bræntʃ|1821|гілка; філія
brave|adj|breɪv|4909|хоробрий
Brazil|n|brəˈzɪl|NULL|Бразилія
Brazilian|adj|brəˈzɪliən|NULL|бразильський
bread|n|brɛd|2131|хліб
break|v|breɪk|1077|ламати; перерва
break down|v|breɪk daʊn|NULL|ламатися; розпадатися
breakfast|n|ˈbrɛkfəst|2402|сніданок
break in|v|breɪk ɪn|NULL|спробувати зламати; втрутитися
break up|v|ˌbreɪk ˈʌp|NULL|перерва; розпадатися
breath|n|brɛθ|1637|дихання
breathe|v|briːð|2284|дихати
brick|n|brɪk|3343|цегла
bridge|n|brɪdʒ|1698|міст
brief|adj|bриf|2165|короткий; стислий
bright|adj|braɪt|1315|яскравий; розумний
brilliant|adj|ˈbrɪljənt|3186|блискучий; геніальний
bring|v|brɪŋ|216|приносити; приводити
bring up|v|brɪŋ ʌp|NULL|виховувати; підіймати
broad|adj|brɔːd|1411|широкий
brochure|n|ˈbroʊʃər|NULL|брошура
brother|n|ˈbrʌðər|615|брат
brown|adj|braʊn|1782|коричневий
brush|n|brʌʃ|3449|щітка
bucket|n|ˈbʌkɪt|4868|відро
buffet|n|ˈbʌfeɪ|NULL|буфет; самообслуговування
bug|n|bʌɡ|4201|жук; комаха
build|v|bɪld|409|будувати
building|n|ˈbɪldɪŋ|502|будівля; споруда
bulb|n|bʌlb|4952|цибулина; лампочка
bullet|n|ˈbʊlɪt|2764|куля
bum|n|bʌm|NULL|сідниці; бродяга
bureau|n|ˈbjʊərəʊ|4323|бюро; відділ
burger|n|ˈbɜːɡər|NULL|бургер; гамбургер
burglar|n|ˈbɜːɡlər|NULL|злодій; грабіжник
burglary|n|ˈbɜːɡləri|NULL|крадіжка; злодійство
bury|v|ˈbɛri|2420|закопувати; поховати
bus|n|bʌs|1463|автобус
bush|n|bʊʃ|4244|кущ
business|n|ˈbɪznəs|247|бізнес; справа
businessman|n|ˈbɪznɪsˌmæn|3880|бізнесмен
businesswoman|n|ˈbɪznɪsˌwʊmən|NULL|бізнесвумен
bus station|n|bʌs ˈsteɪʃən|NULL|автобусна станція
bus stop|n|bʌs stɒp|NULL|автобусна зупинка
busy|adj|ˈbɪzi|1939|зайнятий; оживлений
but|conj|bʌt|1715|але; проте
butcher|n|ˈbʊʧər|NULL|м'ясник
butter|n|ˈbʌtər|2424|масло
button|n|ˈbʌtən|2668|кнопка; ґудзик
buy|v|baɪ|398|купувати
by|prep|baɪ|1190|біля; до
by accident|adv|baɪ ˈæksɪdənt|NULL|випадково
by air|prep|baɪ ˈeər|NULL|повітрям
by all means|adv|baɪ ɔːl ˈmiːnz|NULL|звичайно; безумовно
by hand|adv|baɪ hænd|NULL|вручну; руками
by land|prep|baɪ ˈlænd|NULL|сухопутним шляхом
by mistake|adv|baɪ mɪˈsteɪk|NULL|помилково
by name|adv|baɪ neɪm|NULL|за ім'ям
by post|adv|baɪ poʊst|NULL|по пошті
by rail|prep|baɪ ˈreɪl|NULL|залізницею
by road|prep|baɪ ˈroʊd|NULL|автомобільним шляхом
by sea|prep|baɪ ˈsiː|NULL|морем
cab|n|kæb|4261|таксі; кабріолет
cabbage|n|ˈkæbɪdʒ|NULL|капуста
cabin|n|ˈkæbɪn|3178|каюта; хатина
cable|n|ˈkeɪbəl|2017|кабель; трос
cafe|n|ˈkæfeɪ|NULL|кафе
cage|n|keɪdʒ|4185|клітка
cake|n|keɪk|2563|торт; пиріг
calculator|n|ˈkælkjʊleɪtər|NULL|калькулятор
calendar|n|ˈkælɪndər|4742|календар
call|v|kɔːl|645|дзвонити; називати
call back|v|ˌkɔːl ˈbæk|NULL|передзвонити
call for|v|ˈkɔːl fɔːr|NULL|вимагати; закликати
calm|adj|kɑːm|4778|спокійний
camel|n|ˈkæməl|NULL|верблюд
camera|n|ˈkæmərə|952|камера; фотоапарат
cameraman|n|ˈkæmərəˌmæn|NULL|оператор
camp|n|kæmp|1192|табір
camping|n|ˈkæmpɪŋ|NULL|кемпінг
campsite|n|ˈkæmpˌsaɪt|NULL|табір для кемпінгу
can|v|kæn|2973|могти; можна
Canada|n|ˈkænədə|NULL|Канада
Canadian|adj|kəˈneɪdiən|2661|канадський
canal|n|kəˈnæl|NULL|канал
cancel|v|ˈkænsəl|3951|скасовувати; анулівати
candidate|n|ˈkændɪdət|960|кандидат
candle|n|ˈkændl|3965|свічка
candy|n|ˈkændi|3477|цукерки
canteen|n|kænˈtiːn|NULL|їдальня; буфет
cap|n|kæp|2326|ковпак; кришка
capital|n|ˈkæpɪtəl|1064|столиця; капітал
capital city|n|ˌkæpɪtəl ˈsɪti|NULL|столиця
captain|n|ˈkæptɪn|3375|капітан
car|n|kɑːr|290|автомобіль
car alarm|n|ˈkɑːr əˌlɑːrm|NULL|сигналізація автомобіля
card|n|kɑːrd|895|картка; карточка
care|n|keər|910|турбота; догляд
career|n|kəˈrɪər|741|кар'єра
car park|n|ˈkɑː pɑːrk|NULL|автостоянка
carpet|n|ˈkɑːrɪt|4142|килим
carrot|n|ˈkærət|4650|морква
carry|v|ˈkæri|488|нести; перевозити
carry on|v|ˈkæri ɒn|NULL|продовжувати; нести далі
carry out|v|ˈkæri aʊt|NULL|виконувати; здійснювати
cartoon|n|kɑːrˈtuːn|4195|мультфільм; карикатура
case|n|keɪs|4475|випадок; справа
cash|n|kæʃ|1735|готівка
cassette|n|kəˈsɛt|NULL|касета
cassette player|n|kəˈsɛt ˈpleɪər|NULL|магнітофон
castle|n|ˈkæsəl|NULL|замок
cat|n|kæt|1788|кішка
catch|v|kætʃ|4271|ловити; захоплювати
cathedral|n|kəˈθiːdrəl|NULL|собор
cauliflower|n|ˈkɒlɪˌflaʊər|NULL|цвітна капуста
cause|n|kɔːz|1010|причина; справа
cave|n|keɪv|3596|печера
CD|n|ˌsiːˈdiː|NULL|компакт-диск
CD-Rom|n|ˌsiːdiːˈrɒm|NULL|CD-ROM
ceiling|n|ˈsiːlɪŋ|2662|стеля
celebrate|v|ˈsɛlɪbreɪt|2037|святкувати
celebration|n|ˌsɛlɪˈbreɪʃən|3022|святкування
celery|n|ˈsɛləri|NULL|селера
cellar|n|ˈsɛlər|NULL|підвал
cent|n|sɛnt|NULL|цент; цента
centigrade|adj|ˈsɛntɪɡreɪd|NULL|градуси за Цельсієм
centimetre|n|ˈsɛntɪˌmiːtər|NULL|сантиметр
central|adj|ˈsɛntrəl|743|центральний
central heating|n|ˈsɛntrəl ˈhiːtɪŋ|NULL|центральне опалення
centre|n|ˈsɛntər|NULL|центр
century|n|ˈsɛnʧəri|606|століття
cereal|n|ˈsɪəriəl|NULL|злаки; каша
certain|adj|ˈsɜːtən|578|впевнений; конкретний
certificate|n|səˈtɪfɪkət|NULL|сертифікат
chain|n|ʧeɪn|1819|ланцюг
chair|n|ʧeər|949|стілець
chalk|n|ʧɔːk|NULL|ковйолок
challenge|n|ˈʧæləndʒ|1779|виклик; завдання
challenging|adj|ˈʧælɪndʒɪŋ|NULL|викличний
champion|n|ˈʧæmpɪən|2777|чемпіон
chance|n|ʧæns|614|шанс; можливість
change|v|ʧeɪndʒ|357|змінювати; міняти
changing room|n|ˈʧeɪndʒɪŋ ruːm|NULL|роздягальня
channel|n|ˈʧænəl|2541|канал; прохід
chapter|n|ˈʧæptər|3001|глава; розділ
character|n|ˈkærɪktər|787|характер; персонаж
charge|v|ʧɑːrdʒ|4375|заряджати; обвинувачувати
charter|v|ˈʧɑːrtər|4435|орендувати (транспорт)
chat|v|ʧæt|NULL|балакати; спілкуватися
chat room|n|ˈʧæt ruːm|NULL|чат-кімната
cheap|adj|ʧiːp|1944|дешевий
cheat|v|ʧit|4415|обманювати; шахраювати
check|v|ʧɛk|1900|перевіряти; контролювати
check in|v|ʧɛk ɪn|NULL|реєструватися; зайти
check-in|n|ˈʧɛk ɪn|NULL|реєстрація
check out|v|ʧɛk aʊt|NULL|виписуватися; перевіряти
cheerful|adj|ˈʧɪəfʊl|NULL|веселий; радісний
cheers|interj|ʧɪəz|NULL|дякую; вітання
cheese|n|ʧiːz|2122|сир
chef|n|ʃɛf|3193|кухар; шеф-кухар
chemist|n|ˈkɛmɪst|NULL|хімік; аптекар
chemistry|n|ˈkɛmɪstri|4790|хімія
cheque|n|ʧɛk|NULL|чек
chess|n|ʧɛs|NULL|шахи
chest|n|ʧɛst|1732|груди; скриня
chest of drawers|n|ˌʧɛst əv ˈdrɔːrz|NULL|комод
chicken|n|ˈʧɪkɪn|1546|курка; курятина
chief|adj|ʧiːf|1781|головний; основний
child|n|ʧaɪld|115|дитина
childhood|n|ˈʧaɪldhʊd|2124|дитинство
chimney|n|ˈʧɪmni|NULL|димар; комин
chin|n|ʧɪn|3984|підборіддя
China|n|ˈʧaɪnə|NULL|Китай
Chinese|adj|ʧaɪˈniːz|1222|китайський
chips|n|ʧɪps|NULL|чипси; картопля фрі
chocolate|n|ˈʧɒklət|2659|шоколад
choice|n|ʧɔɪs|631|вибір
choose|v|ʧuːz|601|вибирати; обирати
church|n|ʧɜːʧ|649|церква
cinema|n|ˈsɪnəmə|NULL|кінотеатр
circle|n|ˈsɜːkl|4793|коло
circus|n|ˈsɜːkəs|NULL|цирк
city|n|ˈsɪti|291|місто
city centre|n|ˌsɪti ˈsɛntər|NULL|центр міста
clap|v|klæp|NULL|плескати; аплодувати
class|n|klæs|432|клас; урок
classical music|n|ˌklæsɪkəl ˈmjuːzɪk|NULL|класична музика
classroom|n|ˈklæsˌruːm|1488|класна кімната
clean|adj|cliːn|1914|чистий
clear|adj|klɪər|1907|ясний; чистий
clever|adj|ˈklɛvər|NULL|розумний; кмітливий
click|v|klɪk|3832|клацати; натиснути
cliff|n|klɪf|4357|скеля; урвище
climate|n|ˈklaɪmət|2121|клімат
climate change|n|ˈklaɪmət ʧeɪndʒ|NULL|зміна клімату
climb|v|klaɪm|1575|підніматися; лазити
climbing|n|ˈklaɪmɪŋ|NULL|скелелазіння
clinic|n|ˈklɪnɪk|2410|клініка
cloakroom|n|ˈkləʊkruːm|NULL|гардероб
clock|n|klɒk|2658|годинник
close|v|kləʊz|917|закривати
cloth|n|klɔθ|3575|тканина; матеріал
clothes|n|kləʊðz|1440|одяг
cloud|n|klaʊd|1928|хмара
cloudy|adj|ˈklaʊdi|NULL|хмарно
club|n|klʌb|1263|клуб
coach|n|koʊtʃ|2347|тренер; автобус (особливо далекого прямування)
coal|n|koʊl|3366|вугілля
coast|n|koʊst|2458|узбережжя; берег
coat|n|koʊt|2267|пальто; шар
cocoa|n|ˈkoʊkoʊ|NULL|какао
coconut|n|ˈkoʊkənʌt|NULL|кокос
coffee|n|ˈkɒfi|1395|кава
coin|n|kɔɪn|4421|монета
cola|n|ˈkəʊlə|NULL|кола
cold|adj|kəʊld|3518|холодний
collar|n|ˈkɒlər|4597|комір; нашийник
colleague|n|ˈkɒliːɡ|1527|колега
collect|v|kəˈlɛkt|1325|збирати; колекціонувати
collection|n|kəˈlɛkʃən|1049|колекція; збір
college|n|ˈkɒlɪdʒ|416|коледж
colour|n|ˈkʌlər|NULL|колір
comb|n|koʊm|NULL|гребінець
come|v|kʌm|70|приходити; йти
comedian|n|kəˈmiːdiən|NULL|комік; гуморист
come down|v|ˈkʌm daʊn|NULL|спускатися; знижуватися
comedy|n|ˈkɒmədi|3243|комедія
come on|v|ˈkʌm ɒn|NULL|давай; увімкнутися
comer|n|ˈkʌmər|NULL|прибулець; новачок
comfort|n|ˈkʌmfət|2951|комфорт; утіха
comfortable|adj|ˈkʌmfətəbl|1713|зручний; комфортний
comic|n|ˈkɒmɪk|NULL|комікс; гумористичний
command|n|kəˈmænd|4035|команда; наказ
commercial|adj|kəˈmɜːʃəl|1030|комерційний; рекламний
committee|n|kəˈmɪti|1434|комітет; група
common|adj|ˈkɒmən|713|звичайний; спільний
communicate|v|kəˈmjuːnɪkeɪt|2695|спілкуватися
communication|n|kəˌmjuːnɪˈkeɪʃən|1256|комунікація; спілкування
compact|adj|ˈkɒmpækt|NULL|компактний; щільний
company|n|ˈkʌmpəni|189|компанія; товариство
compare|v|kəmˈpeər|834|порівнювати
comparison|n|kəmˈpærɪsən|2185|порівняння
compete|v|kəmˈpiːt|2080|змагатися; конкурувати
competition|n|ˌkɒmpəˈtɪʃən|1352|конкурс; змагання
complain|v|kəmˈpleɪn|1874|скаржитися
complaint|n|kəmˈpleɪnt|2345|скарга
complete|adj|kəmˈpliːt|1447|повний; завершений
complicated|adj|ˈkɒmplɪkeɪtɪd|2775|складний; заплутаний
composition|n|ˌkɒmpəˈzɪʃən|3025|композиція; твір
computer|n|kəmˈpjuːtər|590|комп'ютер
concentrate|v|ˈkɒnsəntreɪt|2379|концентрувати; зосереджуватися
concert|n|ˈkɒnsɜːt|2537|концерт
