jazz music|n|ˈdʒæz ˈmjuːzɪk|джазова музика
journalist|n|ˈdʒɜːnəlɪst|журналіст
magazine|n|ˌmæɡəˈziːn|журнал
magic|n/adj|ˈmædʒɪk|магія; чарівний
music|n|ˈmjuːzɪk|музика
news|n|njuːz|новини
newspaper|n|ˈnjuːzˌpeɪpər|газета
opera|n|ˈɒpərə|опера
orchestra|n|ˈɔːrkɪstrə|оркестр
perform|v|pərˈfɔːrm|виконувати; представляти
performance|n|pərˈfɔːrməns|виступ; продуктивність
play|v|pleɪ|грати
poem|n|ˈpoʊɪm|вірш
pop music|n|ˈpɒp ˈmjuːzɪk|поп-музика
programme|n|ˈprəʊɡræm|програма
quiz|n|kwɪz|вікторина
recording|n|rɪˈkɔːdɪŋ|запис
review|n|rɪˈvjuː|огляд; відгук
rock music|n|ˈrɒk ˈmjuːzɪk|рок-музика
romantic|adj|rəʊˈmæntɪk|романтичний
row|n|roʊ|ряд; сварка
scene|n|siːn|сцена; вид
screen|n|skriːn|екран
series|n|ˈsɪəriːz|серія
stage|n|steɪdʒ|сцена; етап
star|n|stɑːr|зірка
studio|n|ˈstjuːdiəʊ|студія
television|n|ˈtɛlɪˌvɪʒən|телевізор
thriller|n|ˈθrɪlər|трилер
venue|n|ˈvɛnjuː|місце проведення
video|n|ˈvɪdiəʊ|відео

Category: Environment
bottle bank|n|ˈbɒtl bæŋk|контейнер для збору пляшок
climate change|n|ˈklaɪmət ʧeɪndʒ|зміна клімату
gas|n|ɡæs|газ
litter|n/v|ˈlɪtə|сміття; засмічувати
petrol|n|ˈpɛtrəl|бензин
pollution|n|pəˈluːʃən|забруднення
public transport|n|ˌpʌblɪk ˈtrænspɔːrt|громадський транспорт
recycle|v|ˌriːˈsaɪkəl|переробляти
recycled|adj|ˈriːˌsaɪkəld|перероблений
recycling|n|ˈriːˌsaɪklɪŋ|переробка
rubbish|n|ˈrʌbɪʃ|сміття
traffic|n|ˈtræfɪk|рух; транспортний потік

Category: Food-and-Drink
French fries|n|ˈfrɛntʃ fraɪz|фрі; смажені картопляні смужки
apple|n|ˈæpl|яблуко
bake|v|beɪk|випікати; печи
banana|n|bəˈnænə|банан
barbecue|n|ˈbɑːrbɪkjuː|барбекю
bean|n|biːn|боб; квасоля
biscuit|n|ˈbɪskɪt|печиво
bitter|adj|ˈbɪtər|гіркий
boil|v|bɔɪl|кип'ятити; варити
bowl|n|boʊl|миска; чаша
bread|n|brɛd|хліб
breakfast|n|ˈbrɛkfəst|сніданок
buffet|n|ˈbʌfeɪ|буфет; самообслуговування
butter|n|ˈbʌtər|масло
cabbage|n|ˈkæbɪdʒ|капуста
cake|n|keɪk|торт; пиріг
can|v|kæn|могти; можна
candy|n|ˈkændi|цукерки
canteen|n|kænˈtiːn|їдальня; буфет
carrot|n|ˈkærət|морква
cauliflower|n|ˈkɒlɪˌflaʊər|цвітна капуста
celery|n|ˈsɛləri|селера
cereal|n|ˈsɪəriəl|злаки; каша
cheese|n|ʧiːz|сир
chicken|n|ˈʧɪkɪn|курка; курятина
chips|n|ʧɪps|чипси; картопля фрі
chocolate|n|ˈʧɒklət|шоколад
cocoa|n|ˈkoʊkoʊ|какао
coconut|n|ˈkoʊkənʌt|кокос
coffee|n|ˈkɒfi|кава
cola|n|ˈkəʊlə|кола
cook|v|kʊk|готувати; варити
cooker|n|ˈkʊkər|плита; кухонна піч
cookie|n|ˈkʊki|печиво; кекс
corn|n|kɔːn|кукурудза
cream|n|kriːm|вершки; крем
cucumber|n|ˈkjuːkʌmbər|огірок
cup|n|kʌp|чашка
curry|n|ˈkʌri|каррі; соус каррі
dessert|n|dɪˈzɜːrt|десерт
diet|n|ˈdaɪət|дієта; харчування
dinner|n|ˈdɪnər|вечеря
dish|n|dɪʃ|страва; посуд
drink|v|drɪŋk|пити
duck|n|dʌk|качка
eat|v|it|їсти
egg|n|ɛɡ|яйце
fish|n|fɪʃ|риба
flour|n|ˈflaʊər|борошно
fork|n|fɔːk|вилка; розвилка
fresh|adj|frɛʃ|свіжий; новий
fruit juice|n|ˈfruːt dʒuːs|фруктовий сік
fruit|n|fruːt|фрукт; плід
fry|v|fraɪ|смажити; обсмажувати
frying pan|n|ˈfraɪɪŋ pæn|сковорода
glass|n|ɡlɑːs|скло; склянка
grape|n|ɡreɪp|виноград
grill|v/n|ɡrɪl|гриль; смажити на грилі
honey|n|ˈhʌni|мед
hot|adj|hɒt|гарячий
hungry|adj|ˈhʌŋɡri|голодний
ice cream|n|ˈaɪs ˌkriːm|морозиво
ingredients|n|ɪnˈɡriːdiənts|інгредієнти
jam|n|dʒæm|джем; варення
jug|n|dʒʌɡ|глечик
juice|n|dʒuːs|сік
knife|n|naɪf|ніж
lamb|n|læm|ягня; баранина
lemon|n|ˈlɛmən|лимон
lemonade|n|ˌlɛməˈneɪd|лимонад
lettuce|n|ˈlɛtɪs|салат
loaf|n|ləʊf|буханець; хліб
lunch|n|lʌntʃ|обід
meat|n|miːt|м'ясо
melon|n|ˈmɛlən|диня
menu|n|ˈmɛnjuː|меню
microwave|n|ˈmaɪkrəweɪv|мікрохвильовка
milk|n|mɪlk|молоко
mineral water|n|ˈmɪnərəl ˈwɔːtə|мінеральна вода
mushroom|n|ˈmʌʃruːm|гриб
mustard|n|ˈmʌstəd|гірчиця
oil|n|ɔɪl|олія; нафта
omelette|n|ˈɒmlɪt|омлет
onion|n|ˈʌnjən|цибуля
orange|adj|ˈɒrɪndʒ|помаранчевий
pan|n|pæn|сковорода
pasta|n|ˈpæstə|макарони
pastry|n|ˈpeɪstri|випічка; кондитерські вироби
pea|n|piː|горох
peanut|n|ˈpiːnʌt|арахіс
pear|n|peər|груша
pepper|n|ˈpɛpər|перець
pie|n|paɪ|пиріг
pizza|n|ˈpiːtsə|піца
plate|n|pleɪt|тарілка
potato|n|pəˈteɪtəʊ|картопля
recipe|n|ˈrɛsɪpi|рецепт
refreshments|n|rɪˈfrɛʃmənts|освіжаючі напої; закуски
rice|n|raɪs|рис
roast|v|roʊst|запікати
roll|v|roʊl|котитися; сукати
salad|n|ˈsæləd|салат
salt|n|sɔːlt|сіль
sandwich|n|ˈsænwɪdʒ|сандвіч
saucer|n|ˈsɔːsər|блюдце
sausage|n|ˈsɒsɪdʒ|ковбаса; сосиска
slice|n|slaɪs|шматок; нарізати
snack|n|snæk|перекус
soft drink|n|ˈsɒft drɪŋk|безалкогольний напій
soup|n|suːp|суп
sour|adj|ˈsaʊər|кислий
spinach|n|ˈspɪnɪtʃ|шпинат
spoon|n|spuːn|ложка
steak|n|steɪk|стейк
strawberry|n|ˈstrɔːbəri|полуниця
sugar|n|ˈʃʊɡər|цукор
sweet|adj|swiːt|солодкий
taste|v|teɪst|смакувати
tea|n|tiː|чай
thirsty|adj|ˈθɜːsti|спраглий
toast|n|toʊst|тост
tomato|n|təˈmeɪtoʊ|помідор
turkey|n|ˈtɜːrki|індичка
vanilla|n|vəˈnɪlə|ваніль
vegetable|n|ˈvɛdʒtəbl|овоч
vegetarian|adj|ˌvɛdʒəˈteəriən|вегетаріанець

Category: Health, Medicine and Exercise
accident|n|ˈæksɪdənt|нещасний випадок
ache|n/v|eɪk|біль; боліти
ambulance|n|ˈæmbjʊləns|швидка допомога
ankle|n|ˈæŋkl|щиколотка
appointment|n|əˈpɔɪntmənt|призначення; зустріч
aspirin|n|ˈæspərɪn|аспірин
balance|n|ˈbæləns|баланс; рівновага
bandage|n|ˈbændɪdʒ|бинт
bend|v|bɛnd|гнути; згинати
bleed|v|bliːd|кровоточити
blood|n|blʌd|кров
bone|n|boʊn|кістка
break|v|breɪk|ламати; перерва
breath|n|brɛθ|дихання
breathe|v|briːð|дихати
chemist|n|ˈkɛmɪst|хімік; аптекар
chin|n|ʧɪn|підборіддя
clean|adj|cliːn|чистий
cold|adj|kəʊld|холодний
cough|n|kɒf|кашель
cut|v|kʌt|різати; відрізати
damage|n|ˈdæmɪdʒ|шкода; пошкодження
dentist|n|ˈdɛntɪst|стоматолог
diet|n|ˈdaɪət|дієта; харчування
dressing|n|ˈdresɪŋ|заправка; соус
earache|n|ˈɪəreɪk|вушна біль
emergency|n|ɪˈmɜːrdʒənsi|надзвичайна ситуація; невідкладність
faint|v|feɪnt|знепритомніти; втрачати свідомість
feel better|v|ˌfiːl ˈbɛtər|почуватися краще
fever|n|ˈfiːvər|лихоманка; гарячка
flu|n|fluː|грип
get better|v|ˌɡɛt ˈbɛtər|видужувати
go jogging|v|ˌɡoʊ ˈdʒɒɡɪŋ|бігати трусцою
gym|n|dʒɪm|спортзал
headache|n|ˈhɛdˌeɪk|головний біль
hospital|n|ˈhɒspɪtəl|лікарня
hurt|v|hɜːt|боліти; поранити
ill|adj|ɪl|хворий
illness|n|ˈɪlnəs|хвороба
injure|v|ˈɪndʒər|травмувати
keep fit|v|ˌkiːp ˈfɪt|тримати себе в формі
knee|n|niː|коліно
medicine|n|ˈmɛdɪsɪn|медицина; ліки
operate|v|ˈɒpəreɪt|оперувати; керувати
operation|n|ˌɒpəˈreɪʃən|операція; діяльність
pain|n|peɪn|біль
painful|adj|ˈpeɪnfʊl|болючий
patient|n|ˈpeɪʃənt|пацієнт; терплячий
pharmacy|n|ˈfɑːrməsi|аптека
pill|n|pɪl|таблетка
prescription|n|prɪˈskrɪpʃən|рецепт
recover|v|rɪˈkʌvər|відновлювати; повертатися
run|v|rʌn|бігати
shoulder|n|ˈʃoʊldər|плече
sick|adj|sɪk|хворий
skin|n|skɪn|шкіра
sore throat|n|ˌsɔːr ˈθroʊt|ангіна; болить горло
stomach ache|n|ˈstʌmək eɪk|боль у животі
stress|n|strɛs|стрес; напруга
swim|v|swɪm|плавати
tablet|n|ˈtæblət|таблетка; планшет
take exercise|v|ˌteɪk ˈɛksəsaɪz|займатися спортом
temperature|n|ˈtɛmpərətʃər|температура
thumb|n|θʌm|великий палець
toes|n|toʊz|пальці ніг
toothache|n|ˈtuːθˌeɪk|зубний біль
walk|v|wɔːk|ходити; прогулянка
worse|adj|wɜːrs|гірший
wound|n|wuːnd|рана

Category: Hobbies and Leisure
barbecue|n|ˈbɑːrbɪkjuː|барбекю
camera|n|ˈkæmərə|камера; фотоапарат
camp|n|kæmp|табір
camping|n|ˈkæmpɪŋ|кемпінг
campsite|n|ˈkæmpˌsaɪt|табір для кемпінгу
chess|n|ʧɛs|шахи
club|n|klʌb|клуб
collect|v|kəˈlɛkt|збирати; колекціонувати
collection|n|kəˈlɛkʃən|колекція; збір
computer|n|kəmˈpjuːtər|комп'ютер
cruise|n|kruːz|круїз; подорож
dancing|n|ˈdænsɪŋ|танці
doll|n|dɒl|лялька
drawing|n|ˈdrɔːɪŋ|малювання
facilities|n|fəˈsɪlɪtiz|обладнання; умови
fan|n|fæn|вентилятор; фанат
fiction|n|ˈfɪkʃən|вигадка; художня література
fit|adj|fɪt|підходящий; здоровий
gallery|n|ˈɡæləri|галерея
guitar|n|ɡɪˈtɑː|гітара
hang out|v|ˌhæŋ ˈaʊt|тусити; проводити час
hire|v/n|ˈhaɪə|наймати; оренда
jogging|n|ˈdʒɒɡɪŋ|біг підтюпцем
join in|v|ˌdʒɔɪn ˈɪn|приєднуватися
keen on|adj|ˌkiːn ˈɒn|захоплюватися; любити
keep|v|kiːp|зберігати; тримати
member|n|ˈmɛmbə|член; учасник
model|n|ˈmɒdəl|модель
museum|n|mjuˈziːəm|музей
music|n|ˈmjuːzɪk|музика
opening hours|n|ˈoʊpənɪŋ ˈaʊərz|години роботи
painting|n|ˈpeɪntɪŋ|малювання
picnic|n|ˈpɪknɪk|пікнік
playground|n|ˈpleɪɡraʊnd|ігровий майданчик
playing cards|n|ˈpleɪɪŋ kɑːdz|гральні карти
quiz|n|kwɪz|вікторина
sculpture|n|ˈskʌlptʃər|скульптура
sightseeing|n|ˈsaɪtˌsiːɪŋ|екскурсія
slide|n|slaɪd|гірка
sunbathe|v|ˈsʌnˌbeɪð|засмагати
swings|n|swɪŋz|гойдалки
tent|n|tɛnt|намет

Category: House and Home
DVD|n|ˌdiːˌviːˈdiː|DVD-диск
TV|n|ˌtiːˈviː|телевізор
accommodation|n|əˌkɒməˈdeɪʃn|житло; розміщення
address|n/v|əˈdres|адреса; звертатися
air-conditioning|n|ˈeər kənˌdɪʃənɪŋ|кондиціонування повітря
alarm clock|n|əˈlɑːrm klɒk|будильник
alarm|n/v|əˈlɑːrm|тривога; сповіщати
antique|n/adj|ænˈtiːk|антикваріат; антикварний
apartment|n|əˈpɑːtmənt|квартира
armchair|n|ˈɑːmtʃeə|крісло
balcony|n|ˈbælkəni|балкон
basement|n|ˈbeɪsmənt|підвал
basin|n|ˈbeɪsɪn|миска; басейн
bath|n|bɑːθ|ванна
bathroom|n|ˈbɑːθruːm|ванна кімната
bed|n|bɛd|ліжко
bedroom|n|ˈbɛdrʊm|спальня
bell|n|bɛl|дзвін; дзвоник
bin|n|bɪn|сміттєве відро
blanket|n|ˈblæŋkɪt|ковдра
blind|adj|blaɪnd|сліпий
