Wednesday|n|ˈwɛnzdeɪ|NULL|середа
Thursday|n|ˈθɜːrzdeɪ|NULL|четвер
Friday|n|ˈfraɪdeɪ|NULL|п'ятниця
Saturday|n|ˈsætərdeɪ|NULL|субота
Sunday|n|ˈsʌndeɪ|NULL|неділя

Category: Education
it|pron|ɪt|10|воно; це
absent|adj|ˈæbsənt|NULL|відсутній
advanced|adj|ədˈvænst|2824|просунутий
arithmetic|n|əˈrɪθmətɪk|NULL|арифметика
art|n|ɑːt|347|мистецтво
bell|n|bɛl|2669|дзвін; дзвоник
biology|n|baɪˈɒlədʒi|4266|біологія
blackboard|n|ˈblækbɔːd|NULL|дошка
board|n|bɔːd|667|дошка; рада
break up|v|ˌbreɪk ˈʌp|NULL|перерва; розпадатися
break|v|breɪk|1077|ламати; перерва
certificate|n|səˈtɪfɪkət|NULL|сертифікат
chemistry|n|ˈkɛmɪstri|4790|хімія
class|n|klæs|432|клас; урок
classroom|n|ˈklæsˌruːm|1488|класна кімната
college|n|ˈkɒlɪdʒ|416|коледж
composition|n|ˌkɒmpəˈzɪʃən|3025|композиція; твір
corridor|n|ˈkɒrɪdɔːr|3507|коридор
course|n|kɔːs|618|курс; страва
curriculum|n|kəˈrɪkjʊləm|2094|навчальна програма
degree|n|dɪˈɡriː|790|ступінь; градус
desk|n|dɛsk|1669|стіл; письмовий стіл
dictionary|n|ˈdɪkʃənəri|NULL|словник
diploma|n|dɪˈpləʊmə|NULL|диплом
drama|n|ˈdrɑːmə|2654|драма; театр
economics|n|ˌiːkəˈnɒmɪks|3213|економіка; економічна наука
educate|v|ˈɛdʒʊkeɪt|3059|виховувати; навчати
elementary|adj|ˌɛlɪˈmɛntəri|2536|початковий; елементарний
essay|n|ˈɛseɪ|2560|есе; нарис
geography|n|dʒiˈɒɡrəfi|NULL|географія
handwriting|n|ˈhændˌraɪtɪŋ|NULL|почерк
history|n|ˈhɪstəri|351|історія
homework|n|ˈhəʊmwɜːk|4831|домашнє завдання
instructor|n|ɪnˈstrʌktə|3239|інструктор
intermediate|adj/n|ˌɪntəˈmiːdiət|NULL|середній; проміжний
laboratory|n|ləˈbɒrətəri|3156|лабораторія
languages|n|ˈlæŋɡwɪdʒɪz|NULL|мови
lesson|n|ˈlɛsən|1332|урок
mark|n/v|mɑːk|2143|відмітка; позначка; оцінка; позначати
math|n|mæθ|3008|математика
mathematics|n|ˌmæθ(ə)ˈmætɪks|4302|математика; математики
music|n|ˈmjuːzɪk|393|музика
nature studies|n|ˈneɪtʃər ˈstʌdiz|NULL|природознавство
notice board|n|ˈnoʊtɪs bɔːrd|NULL|доска оголошень
pencil case|n|ˈpɛnsəl keɪs|NULL|пенал
photography|n|fəˈtɒɡrəfi|4024|фотографія (як мистецтво або наука)
physics|n|ˈfɪzɪks|3446|фізика
primary school|n|ˌpraɪməri ˈskuːl|NULL|початкова школа
qualification|n|ˌkwɒlɪfɪˈkeɪʃən|NULL|кваліфікація
qualify|v|ˈkwɒlɪfaɪ|3075|кваліфікувати; відповідати вимогам
register|v|ˈrɛdʒɪstər|3199|реєструвати
school|n|skuːl|125|школа
science|n|ˈsaɪəns|892|наука
secondary|adj|ˈsɛkəndəri|3486|другорядний; середня
state school|n|ˌsteɪt ˈskuːl|NULL|державна школа
study|v|ˈstʌdi|868|вивчати
subject|n|ˈsʌbdʒɪkt|3665|предмет; тема
technology|n|tɛkˈnɒlədʒi|586|технологія

Category: Entertainment and Media
CD-Rom|n|ˌsiːdiːˈrɒm|NULL|CD-ROM
CD|n|ˌsiːˈdiː|NULL|компакт-диск
DJ|n|ˌdiːˈdʒeɪ|NULL|діджей
DVD|n|ˌdiːˌviːˈdiː|NULL|DVD-диск
MP3 player|n|ˌɛm piː θriː ˈpleɪər|NULL|плеєр MP3
act|n/v|ækt|1139|дія; діяти
action|n|ˈækʃn|503|дія; дію
actor|n|ˈæktər|1507|актор
admission|n|ədˈmɪʃn|3057|допуск; визнання
adventure|n|ədˈventʃər|2885|пригода
advert|n|ˈædvɜːt|NULL|реклама
advertisement|n|ədˈvɜːtɪsmənt|NULL|реклама
article|n|ˈɑːtɪkl|732|стаття
audience|n|ˈɔːdiəns|1078|аудиторія
ballet|n|ˈbæleɪ|NULL|балет
band|n|bænd|1284|група; оркестр
book|n|bʊk|242|книга
camera|n|ˈkæmərə|952|камера; фотоапарат
cartoon|n|kɑːrˈtuːn|4195|мультфільм; карикатура
cassette|n|kəˈsɛt|NULL|касета
channel|n|ˈʧænəl|2541|канал; прохід
cinema|n|ˈsɪnəmə|NULL|кінотеатр
circus|n|ˈsɜːkəs|NULL|цирк
classical music|n|ˌklæsɪkəl ˈmjuːzɪk|NULL|класична музика
comedian|n|kəˈmiːdiən|NULL|комік; гуморист
comedy|n|ˈkɒmədi|3243|комедія
comic|n|ˈkɒmɪk|NULL|комікс; гумористичний
commercial|adj|kəˈmɜːʃəl|1030|комерційний; рекламний
concert|n|ˈkɒnsɜːt|2537|концерт
costume|n|ˈkɒstjuːm|4191|костюм; маскарадний костюм
dance|v|dɑːns|1978|танцювати
deejay|n|ˈdiːdʒeɪ|NULL|діджей
disc|n|dɪsk|4832|диск; платівка
disco|n|ˈdɪskoʊ|NULL|дискотека
display|v|dɪˈspleɪ|2207|показувати; виставляти
documentary|n|ˌdɒkjʊˈmɛntəri|4264|документальний фільм
drama|n|ˈdrɑːmə|2654|драма; театр
entrance|n|ˈɛntrəns|2899|вхід; в'їзд
exhibition|n|ˌɛksɪˈbɪʃən|2498|виставка; ексгібіція
exit|n|ˈɛksɪt|3835|вихід
festival|n|ˈfɛstɪvəl|3729|фестиваль; свято
film maker|n|ˈfɪlmˌmeɪkər|NULL|режисер; кінотворець
film star|n|ˈfɪlm stɑːr|NULL|кіноактор; зірка кіно
film|n|fɪlm|594|фільм; кінострічка
folk music|n|ˈfoʊlk ˈmjuːzɪk|NULL|фольклорна музика
headline|n|ˈhɛdˌlaɪn|3320|заголовок
hero|n|ˈhɪərəʊ|1926|герой
hit song|n|ˈhɪt sɔːŋ|NULL|хіт; популярна пісня
interval|n|ˈɪntəvəl|4697|інтервал; пауза
interview|n|ˈɪntərvjuː|2274|інтерв'ю
jazz music|n|ˈdʒæz ˈmjuːzɪk|NULL|джазова музика
journalist|n|ˈdʒɜːnəlɪst|2116|журналіст
magazine|n|ˌmæɡəˈziːn|1004|журнал
magic|n/adj|ˈmædʒɪk|3877|магія; чарівний
music|n|ˈmjuːzɪk|393|музика
news|n|njuːz|575|новини
newspaper|n|ˈnjuːzˌpeɪpər|1068|газета
opera|n|ˈɒpərə|3888|опера
orchestra|n|ˈɔːrkɪstrə|NULL|оркестр
perform|v|pərˈfɔːrm|955|виконувати; представляти
performance|n|pərˈfɔːrməns|676|виступ; продуктивність
play|v|pleɪ|942|грати
poem|n|ˈpoʊɪm|2517|вірш
pop music|n|ˈpɒp ˈmjuːzɪk|NULL|поп-музика
programme|n|ˈprəʊɡræm|NULL|програма
quiz|n|kwɪz|NULL|вікторина
recording|n|rɪˈkɔːdɪŋ|3348|запис
review|n|rɪˈvjuː|2106|огляд; відгук
rock music|n|ˈrɒk ˈmjuːzɪk|NULL|рок-музика
romantic|adj|rəʊˈmæntɪk|3160|романтичний
row|n|roʊ|1858|ряд; сварка
scene|n|siːn|739|сцена; вид
screen|n|skriːn|4894|екран
series|n|ˈsɪəriːz|719|серія
stage|n|steɪdʒ|832|сцена; етап
star|n|stɑːr|4278|зірка
studio|n|ˈstjuːdiəʊ|1524|студія
television|n|ˈtɛlɪˌvɪʒən|795|телевізор
thriller|n|ˈθrɪlər|NULL|трилер
venue|n|ˈvɛnjuː|NULL|місце проведення
video|n|ˈvɪdiəʊ|1113|відео

Category: Environment
bottle bank|n|ˈbɒtl bæŋk|NULL|контейнер для збору пляшок
climate change|n|ˈklaɪmət ʧeɪndʒ|NULL|зміна клімату
gas|n|ɡæs|1026|газ
litter|n/v|ˈlɪtə|NULL|сміття; засмічувати
petrol|n|ˈpɛtrəl|NULL|бензин
pollution|n|pəˈluːʃən|2936|забруднення
public transport|n|ˌpʌblɪk ˈtrænspɔːrt|NULL|громадський транспорт
recycle|v|ˌriːˈsaɪkəl|NULL|переробляти
recycled|adj|ˈriːˌsaɪkəld|NULL|перероблений
recycling|n|ˈriːˌsaɪklɪŋ|NULL|переробка
rubbish|n|ˈrʌbɪʃ|NULL|сміття
traffic|n|ˈtræfɪk|1724|рух; транспортний потік

Category: Food and Drink
French fries|n|ˈfrɛntʃ fraɪz|NULL|фрі; смажені картопляні смужки
apple|n|ˈæpl|2718|яблуко
bake|v|beɪk|2830|випікати; печи
banana|n|bəˈnænə|4729|банан
barbecue|n|ˈbɑːrbɪkjuː|NULL|барбекю
bean|n|biːn|2373|боб; квасоля
biscuit|n|ˈbɪskɪt|NULL|печиво
bitter|adj|ˈbɪtər|3461|гіркий
boil|v|bɔɪl|4300|кип'ятити; варити
bowl|n|boʊl|1843|миска; чаша
bread|n|brɛd|2131|хліб
breakfast|n|ˈbrɛkfəst|2402|сніданок
buffet|n|ˈbʌfeɪ|NULL|буфет; самообслуговування
butter|n|ˈbʌtər|2424|масло
cabbage|n|ˈkæbɪdʒ|NULL|капуста
cake|n|keɪk|2563|торт; пиріг
can|v|kæn|2973|могти; можна
candy|n|ˈkændi|3477|цукерки
canteen|n|kænˈtiːn|NULL|їдальня; буфет
carrot|n|ˈkærət|4650|морква
cauliflower|n|ˈkɒlɪˌflaʊər|NULL|цвітна капуста
celery|n|ˈsɛləri|NULL|селера
cereal|n|ˈsɪəriəl|NULL|злаки; каша
cheese|n|ʧiːz|2122|сир
chicken|n|ˈʧɪkɪn|1546|курка; курятина
chips|n|ʧɪps|NULL|чипси; картопля фрі
chocolate|n|ˈʧɒklət|2659|шоколад
cocoa|n|ˈkoʊkoʊ|NULL|какао
coconut|n|ˈkoʊkənʌt|NULL|кокос
coffee|n|ˈkɒfi|1395|кава
cola|n|ˈkəʊlə|NULL|кола
cook|v|kʊk|4059|готувати; варити
cooker|n|ˈkʊkər|NULL|плита; кухонна піч
cookie|n|ˈkʊki|3297|печиво; кекс
corn|n|kɔːn|2470|кукурудза
cream|n|kriːm|2024|вершки; крем
cucumber|n|ˈkjuːkʌmbər|NULL|огірок
cup|n|kʌp|780|чашка
curry|n|ˈkʌri|NULL|каррі; соус каррі
dessert|n|dɪˈzɜːrt|4311|десерт
diet|n|ˈdaɪət|2158|дієта; харчування
dinner|n|ˈdɪnər|1080|вечеря
dish|n|dɪʃ|1950|страва; посуд
drink|v|drɪŋk|2040|пити
duck|n|dʌk|3553|качка
eat|v|it|544|їсти
egg|n|ɛɡ|1383|яйце
fish|n|fɪʃ|4877|риба
flour|n|ˈflaʊər|3460|борошно
fork|n|fɔːk|3797|вилка; розвилка
fresh|adj|frɛʃ|1109|свіжий; новий
fruit juice|n|ˈfruːt dʒuːs|NULL|фруктовий сік
fruit|n|fruːt|1672|фрукт; плід
fry|v|fraɪ|NULL|смажити; обсмажувати
frying pan|n|ˈfraɪɪŋ pæn|NULL|сковорода
glass|n|ɡlɑːs|823|скло; склянка
grape|n|ɡreɪp|4818|виноград
grill|v/n|ɡrɪl|NULL|гриль; смажити на грилі
honey|n|ˈhʌni|2956|мед
hot|adj|hɒt|722|гарячий
hungry|adj|ˈhʌŋɡri|3208|голодний
ice cream|n|ˈaɪs ˌkriːm|NULL|морозиво
ingredients|n|ɪnˈɡriːdiənts|NULL|інгредієнти
jam|n|dʒæm|NULL|джем; варення
jug|n|dʒʌɡ|NULL|глечик
juice|n|dʒuːs|2329|сік
knife|n|naɪf|2261|ніж
lamb|n|læm|NULL|ягня; баранина
lemon|n|ˈlɛmən|3207|лимон
lemonade|n|ˌlɛməˈneɪd|NULL|лимонад
lettuce|n|ˈlɛtɪs|NULL|салат
loaf|n|ləʊf|NULL|буханець; хліб
lunch|n|lʌntʃ|1595|обід
meat|n|miːt|1802|м'ясо
melon|n|ˈmɛlən|NULL|диня
menu|n|ˈmɛnjuː|3113|меню
microwave|n|ˈmaɪkrəweɪv|NULL|мікрохвильовка
milk|n|mɪlk|2050|молоко
mineral water|n|ˈmɪnərəl ˈwɔːtə|NULL|мінеральна вода
mushroom|n|ˈmʌʃruːm|4298|гриб
mustard|n|ˈmʌstəd|NULL|гірчиця
oil|n|ɔɪl|547|олія; нафта
omelette|n|ˈɒmlɪt|NULL|омлет
onion|n|ˈʌnjən|2590|цибуля
orange|adj|ˈɒrɪndʒ|3303|помаранчевий
pan|n|pæn|2501|сковорода
pasta|n|ˈpæstə|4546|макарони
pastry|n|ˈpeɪstri|NULL|випічка; кондитерські вироби
pea|n|piː|NULL|горох
peanut|n|ˈpiːnʌt|4682|арахіс
pear|n|peər|NULL|груша
pepper|n|ˈpɛpər|1937|перець
pie|n|paɪ|3352|пиріг
pizza|n|ˈpiːtsə|3956|піца
plate|n|pleɪt|1534|тарілка
potato|n|pəˈteɪtəʊ|2273|картопля
recipe|n|ˈrɛsɪpi|2532|рецепт
refreshments|n|rɪˈfrɛʃmənts|NULL|освіжаючі напої; закуски
rice|n|raɪs|2763|рис
roast|v|roʊst|NULL|запікати
roll|v|roʊl|2548|котитися; сукати
salad|n|ˈsæləd|2797|салат
salt|n|sɔːlt|1580|сіль
sandwich|n|ˈsænwɪdʒ|3564|сандвіч
saucer|n|ˈsɔːsər|NULL|блюдце
sausage|n|ˈsɒsɪdʒ|NULL|ковбаса; сосиска
slice|n|slaɪs|3954|шматок; нарізати
snack|n|snæk|NULL|перекус
soft drink|n|ˈsɒft drɪŋk|NULL|безалкогольний напій
soup|n|suːp|3021|суп
sour|adj|ˈsaʊər|NULL|кислий
spinach|n|ˈspɪnɪtʃ|NULL|шпинат
spoon|n|spuːn|4384|ложка
steak|n|steɪk|4688|стейк
strawberry|n|ˈstrɔːbəri|NULL|полуниця
sugar|n|ˈʃʊɡər|1600|цукор
sweet|adj|swiːt|1576|солодкий
taste|v|teɪst|2696|смакувати
tea|n|tiː|2183|чай
thirsty|adj|ˈθɜːsti|NULL|спраглий
toast|n|toʊst|NULL|тост
tomato|n|təˈmeɪtoʊ|2422|помідор
turkey|n|ˈtɜːrki|3775|індичка
vanilla|n|vəˈnɪlə|NULL|ваніль
vegetable|n|ˈvɛdʒtəbl|1948|овоч
vegetarian|adj|ˌvɛdʒəˈteəriən|NULL|вегетаріанець

Category: Health Medicine and Exercise
accident|n|ˈæksɪdənt|1720|нещасний випадок
ache|n/v|eɪk|NULL|біль; боліти
ambulance|n|ˈæmbjʊləns|NULL|швидка допомога
ankle|n|ˈæŋkl|3850|щиколотка
appointment|n|əˈpɔɪntmənt|3048|призначення; зустріч
aspirin|n|ˈæspərɪn|NULL|аспірин
balance|n|ˈbæləns|2788|баланс; рівновага
bandage|n|ˈbændɪdʒ|NULL|бинт
bend|v|bɛnd|2213|гнути; згинати
bleed|v|bliːd|NULL|кровоточити
blood|n|blʌd|693|кров
bone|n|boʊn|1450|кістка
break|v|breɪk|1077|ламати; перерва
breath|n|brɛθ|1637|дихання
breathe|v|briːð|2284|дихати
chemist|n|ˈkɛmɪst|NULL|хімік; аптекар
chin|n|ʧɪn|3984|підборіддя
clean|adj|cliːn|1914|чистий
cold|adj|kəʊld|3518|холодний
cough|n|kɒf|NULL|кашель
cut|v|kʌt|1505|різати; відрізати
damage|n|ˈdæmɪdʒ|3024|шкода; пошкодження
dentist|n|ˈdɛntɪst|NULL|стоматолог
diet|n|ˈdaɪət|2158|дієта; харчування
dressing|n|ˈdresɪŋ|NULL|заправка; соус
earache|n|ˈɪəreɪk|NULL|вушна біль
emergency|n|ɪˈmɜːrdʒənsi|1738|надзвичайна ситуація; невідкладність
faint|v|feɪnt|4156|знепритомніти; втрачати свідомість
feel better|v|ˌfiːl ˈbɛtər|NULL|почуватися краще
fever|n|ˈfiːvər|4418|лихоманка; гарячка
flu|n|fluː|NULL|грип
get better|v|ˌɡɛt ˈbɛtər|NULL|видужувати
go jogging|v|ˌɡoʊ ˈdʒɒɡɪŋ|NULL|бігати трусцою
gym|n|dʒɪm|3912|спортзал
headache|n|ˈhɛdˌeɪk|4806|головний біль
hospital|n|ˈhɒspɪtəl|648|лікарня
hurt|v|hɜːt|1143|боліти; поранити
ill|adj|ɪl|2970|хворий
illness|n|ˈɪlnəs|2325|хвороба
injure|v|ˈɪndʒər|3755|травмувати
keep fit|v|ˌkiːp ˈfɪt|NULL|тримати себе в формі
knee|n|niː|1497|коліно
medicine|n|ˈmɛdɪsɪn|1481|медицина; ліки
operate|v|ˈɒpəreɪt|1316|оперувати; керувати
operation|n|ˌɒpəˈreɪʃən|829|операція; діяльність
pain|n|peɪn|940|біль
painful|adj|ˈpeɪnfʊl|3060|болючий
patient|n|ˈpeɪʃənt|3526|пацієнт; терплячий
pharmacy|n|ˈfɑːrməsi|NULL|аптека
pill|n|pɪl|3455|таблетка
prescription|n|prɪˈskrɪpʃən|3339|рецепт
recover|v|rɪˈkʌvər|2150|відновлювати; повертатися
run|v|rʌn|1257|бігати
shoulder|n|ˈʃoʊldər|989|плече
sick|adj|sɪk|1759|хворий
skin|n|skɪn|1022|шкіра
sore throat|n|ˌsɔːr ˈθroʊt|NULL|ангіна; болить горло
stomach ache|n|ˈstʌmək eɪk|NULL|боль у животі
stress|n|strɛs|2953|стрес; напруга
swim|v|swɪm|2871|плавати
tablet|n|ˈtæblət|NULL|таблетка; планшет
take exercise|v|ˌteɪk ˈɛksəsaɪz|NULL|займатися спортом
